Idade,Classe Trabalhadora,Educacao,Num Educacao,Ocupacao,Ganho de Capital,Perda de Capital,Horas por Semana,Renda
-3.23076923076923,-10.0,-10.0,5.999999999999998,-10.0,-8.27706451101601,-10.0,-0.37037037037037024,-10.0
0.15384615384615508,-7.5,-10.0,5.999999999999998,-8.571428571428571,-10.0,-10.0,-7.037037037037036,-10.0
-3.5384615384615365,-5.0,-8.666666666666668,0.6666666666666661,-7.142857142857143,-10.0,-10.0,-0.37037037037037024,-10.0
1.0769230769230802,-5.0,-7.333333333333334,-2.0000000000000018,-7.142857142857143,-10.0,-10.0,-0.37037037037037024,-10.0
-6.615384615384613,-5.0,-10.0,5.999999999999998,-5.714285714285714,-10.0,-10.0,-0.37037037037037024,-10.0
-3.846153846153845,-5.0,-6.000000000000001,7.33333333333333,-8.571428571428571,-10.0,-10.0,-0.37037037037037024,-10.0
-0.15384615384615152,-5.0,-4.666666666666668,-4.666666666666668,-4.285714285714286,-10.0,-10.0,-6.296296296296296,-10.0
0.76923076923077,-7.5,-8.666666666666668,0.6666666666666661,-8.571428571428571,-10.0,-10.0,0.8641975308641978,10.0
-5.692307692307692,-5.0,-6.000000000000001,7.33333333333333,-5.714285714285714,1.161832303059123,-10.0,2.098765432098766,10.0
-2.3076923076923066,-5.0,-10.0,5.999999999999998,-8.571428571428571,-5.896338563956252,-10.0,-0.37037037037037024,10.0
-3.846153846153845,-5.0,-3.333333333333334,1.9999999999999982,-8.571428571428571,-10.0,-10.0,9.506172839506172,10.0
-5.999999999999998,-10.0,-10.0,5.999999999999998,-5.714285714285714,-10.0,-10.0,-0.37037037037037024,10.0
-8.153846153846153,-5.0,-10.0,5.999999999999998,-10.0,-10.0,-10.0,-2.8395061728395063,-10.0
-5.384615384615383,-5.0,-2.0000000000000018,4.666666666666666,-2.8571428571428577,-10.0,-10.0,2.098765432098766,-10.0
-2.9230769230769216,-5.0,-0.6666666666666679,3.333333333333332,-1.4285714285714288,-10.0,-10.0,-0.37037037037037024,10.0
-4.769230769230768,-5.0,0.6666666666666661,-6.000000000000001,0.0,-10.0,-10.0,0.8641975308641978,-10.0
-7.538461538461537,-7.5,-8.666666666666668,0.6666666666666661,1.4285714285714288,-10.0,-10.0,-1.6049382716049383,-10.0
-5.384615384615383,-5.0,-8.666666666666668,0.6666666666666661,2.8571428571428577,-10.0,-10.0,-0.37037037037037024,-10.0
-3.5384615384615365,-5.0,-7.333333333333334,-2.0000000000000018,-2.8571428571428577,-10.0,-10.0,2.098765432098766,-10.0
-1.9999999999999982,-7.5,-6.000000000000001,7.33333333333333,-8.571428571428571,-10.0,-10.0,0.8641975308641978,10.0
-2.9230769230769216,-5.0,1.9999999999999982,9.999999999999998,-5.714285714285714,-10.0,-10.0,4.5679012345679,10.0
1.3846153846153868,-5.0,-8.666666666666668,0.6666666666666661,-4.285714285714286,-10.0,-10.0,-5.308641975308642,-10.0
-4.46153846153846,-2.5,-4.666666666666668,-4.666666666666668,1.4285714285714288,-10.0,-10.0,-0.37037037037037024,-10.0
-1.9999999999999982,-5.0,-7.333333333333334,-2.0000000000000018,0.0,-10.0,-0.624426078971533,-0.37037037037037024,-10.0
2.9230769230769234,-5.0,-8.666666666666668,0.6666666666666661,4.2857142857142865,-10.0,-10.0,-0.37037037037037024,-10.0
2.0000000000000036,0.0,-10.0,5.999999999999998,4.2857142857142865,-10.0,-10.0,-0.37037037037037024,10.0
-9.384615384615383,-5.0,-8.666666666666668,0.6666666666666661,-1.4285714285714288,-10.0,-10.0,-0.37037037037037024,-10.0
1.3846153846153868,2.5,-3.333333333333334,1.9999999999999982,5.7142857142857135,-10.0,-10.0,4.5679012345679,10.0
-3.23076923076923,-5.0,-8.666666666666668,0.6666666666666661,-8.571428571428571,-10.0,-10.0,9.506172839506172,-10.0
-0.15384615384615152,-5.0,-8.666666666666668,0.6666666666666661,-1.4285714285714288,-10.0,-10.0,-0.37037037037037024,-10.0
-8.153846153846153,0.0,-2.0000000000000018,4.666666666666666,7.142857142857144,-10.0,-10.0,2.5925925925925934,-10.0
-9.076923076923077,-5.0,-3.333333333333334,1.9999999999999982,-2.8571428571428577,-10.0,-10.0,0.6172839506172831,-10.0
-1.3846153846153832,-5.0,-10.0,5.999999999999998,-8.571428571428571,-10.0,-3.5353535353535355,-0.37037037037037024,-10.0
-5.999999999999998,-2.5,-3.333333333333334,1.9999999999999982,-10.0,-10.0,-10.0,-0.37037037037037024,-10.0
-8.46153846153846,-10.0,-3.333333333333334,1.9999999999999982,-4.285714285714286,-10.0,-10.0,-6.54320987654321,-10.0
-0.4615384615384599,-5.0,-7.333333333333334,-2.0000000000000018,2.8571428571428577,-10.0,-10.0,-0.37037037037037024,-10.0
-8.769230769230768,-5.0,-3.333333333333334,1.9999999999999982,2.8571428571428577,-10.0,-10.0,-0.37037037037037024,-10.0
-9.384615384615383,-5.0,-8.666666666666668,0.6666666666666661,-10.0,-10.0,-10.0,-4.0740740740740735,-10.0
-5.692307692307692,-5.0,-3.333333333333334,1.9999999999999982,-2.8571428571428577,-10.0,-10.0,-0.8641975308641978,10.0
-0.4615384615384599,-7.5,-2.0000000000000018,4.666666666666666,-5.714285714285714,-10.0,-10.0,-0.37037037037037024,-10.0
-5.692307692307692,-5.0,-4.666666666666668,-4.666666666666668,2.8571428571428577,-10.0,-10.0,0.37037037037037024,-10.0
1.0769230769230802,-7.5,-10.0,5.999999999999998,-5.714285714285714,-10.0,-10.0,-0.37037037037037024,-10.0
-7.846153846153845,-5.0,-10.0,5.999999999999998,4.2857142857142865,-10.0,-10.0,2.098765432098766,-10.0
-0.15384615384615152,-5.0,-8.666666666666668,0.6666666666666661,-10.0,-10.0,-10.0,-0.37037037037037024,-10.0
-7.538461538461537,-5.0,-8.666666666666668,0.6666666666666661,-7.142857142857143,-10.0,-10.0,-1.6049382716049383,-10.0
2.30769230769231,-2.5,-10.0,5.999999999999998,-5.714285714285714,-10.0,-10.0,-0.37037037037037024,10.0
1.0769230769230802,-5.0,-8.666666666666668,0.6666666666666661,2.8571428571428577,-10.0,-10.0,-0.8641975308641978,-10.0
-1.6923076923076898,-5.0,-6.000000000000001,7.33333333333333,-8.571428571428571,-10.0,-10.0,-0.37037037037037024,-10.0
-2.615384615384613,-10.0,-0.6666666666666679,3.333333333333332,-1.4285714285714288,-10.0,-10.0,-0.37037037037037024,-10.0
-6.307692307692307,-5.0,-0.6666666666666679,3.333333333333332,-5.714285714285714,-10.0,-10.0,0.37037037037037024,-10.0
-7.538461538461537,-5.0,-3.333333333333334,1.9999999999999982,-8.571428571428571,-10.0,-10.0,-0.37037037037037024,-10.0
